381,1,2053.13,347.217
382,1,1670.82,373.199
383,1,1401.82,391.409
384,1,1145.65,398.214
385,1,999.212,399.026
386,1,908.137,404.817
387,1,844.329,411.489
388,1,790.2,417.388
389,1,743.468,411.848
390,1,717.839,438.017
391,1,691.745,450.772
392,1,659.169,431.211
393,1,652.557,410.903
394,1,646.367,385.482
395,1,640.1,391.639
396,1,640.01,418.441
397,1,639.849,417.331
398,1,639.762,418.062
399,1,640.364,417.998
400,1,652.692,423.77
401,1,652.521,418.197
402,1,652.913,423.788
403,1,652.943,423.745
404,1,652.964,424.18
405,1,665.72,423.809
406,1,659.333,424.373
407,1,665.59,423.855
408,1,659.415,423.942
409,1,659.203,418.228
410,1,652.951,418.051
411,1,652.559,417.818
412,1,652.659,417.734
413,1,652.498,418.39
414,1,653.161,423.734
415,1,653.151,417.811
416,1,653.12,417.962
417,1,659.466,418.146
418,1,665.754,417.816
436,1,1087.87,401.949
437,1,968.143,411.133
438,1,893.747,411.717
439,1,837.594,417.775
440,1,803.569,417.941
441,1,776.66,412.243
442,1,743.588,417.59
443,1,704.397,418.179
444,1,678.574,418.669
445,1,652.915,423.911
446,1,646.684,423.76
447,1,652.69,418.595
459,1,652.841,469.676
460,1,653.097,443.52
461,1,652.698,431.434
462,1,652.69,411.856
463,1,646.205,392.129
464,1,646.18,391.949
465,1,646.472,412.194
466,1,646.602,405.34
487,1,1137.08,411.169
488,1,1048.47,411.108
489,1,983.639,411.769
490,1,937.807,412.063
491,1,915.592,411.379
492,1,851.287,417.083
493,1,810.202,417.995
494,1,776.635,423.786
495,1,770.268,424.542
496,1,737.221,423.973
497,1,717.425,418.574
510,1,678.551,431.05
511,1,665.641,417.634
512,1,653.023,392.654
513,1,652.818,379.889
514,1,652.493,379.179
515,1,646.497,405.212
516,1,640.312,424.826
517,1,646.346,424.624
518,1,640.133,424.278
519,1,646.249,418.092
520,1,646.676,417.59
521,1,640.172,405.573
522,1,640.179,417.557
523,1,646.618,418.328
524,1,646.595,417.319
525,1,646.618,405.368
526,1,646.29,410.757
527,1,646.525,405.12
528,1,652.657,404.786
529,1,646.469,410.921
530,1,646.641,398.437
531,1,652.984,398.242
532,1,659.162,392.364
533,1,665.58,391.878
534,1,665.577,385.918
535,1,671.736,385.605
536,1,659.041,385.923
537,1,652.472,385.472
538,1,652.7,379.53
539,1,646.321,379.484
540,1,652.585,385.603
541,1,652.544,392.008
542,1,659.062,385.841
543,1,652.989,386.13
544,1,652.966,385.99
545,1,652.672,386.064
546,1,646.456,386.033
547,1,652.726,398.222
548,1,646.328,398.429
549,1,639.946,397.968
550,1,640.125,398.227
551,1,639.665,398.85
552,1,633.672,404.717
553,1,633.554,411.077
554,1,627.192,417.708
555,1,633.487,430.458
556,1,582.003,424.262
557,1,575.511,423.934
558,1,562.463,424.478
559,1,549.443,424.326
560,1,549.422,430.084
561,1,496.684,418.154
562,1,490.117,418.003
563,1,516.314,424.111
564,1,510.172,405.268
565,1,523.123,418.39
566,1,523.195,417.88
567,1,496.788,417.664
568,1,543.068,412.045
569,1,529.71,424.209
570,1,529.544,430.824
571,1,542.702,430.594
572,1,516.472,430.568
573,1,509.788,437.286
574,1,489.761,431.139
575,1,489.82,431.17
576,1,536.148,424.939
577,1,549.363,424.99
578,1,562.243,425.031
579,1,549.33,417.99
580,1,556.009,423.881
581,1,542.892,418.279
582,1,562.442,418.059
583,1,530.007,411.243
584,1,529.946,411.208
585,1,529.728,418.195
586,1,469.965,405.05
587,1,483.346,411.297
588,1,483.254,417.644
589,1,449.044,430.686
590,1,435.331,424.221
591,1,449.324,418.402
592,1,483.028,430.184
593,1,503.058,430.481
594,1,503.173,424.462
595,1,516.652,424.47
596,1,523.126,430.724
597,1,542.881,424.613
598,1,581.998,418.236
599,1,601.51,423.957
600,1,614.346,424.244
601,1,620.864,424.349
602,1,620.744,430.425
603,1,614.346,424.25
604,1,620.828,430.891
605,1,614.321,424.662
606,1,607.841,424.142
607,1,588.393,430.284
608,1,614.257,430.809
609,1,607.811,424.37
610,1,575.309,430.171
611,1,562.406,431.001
612,1,555.722,437.028
613,1,542.607,437.107
614,1,549.309,424.465
615,1,549.207,418.044
616,1,575.332,418.041
617,1,543.066,405.335
618,1,536.55,404.994
619,1,536.502,405.289
620,1,555.937,405.722
621,1,569.19,405.166
622,1,588.588,398.824
623,1,588.595,405.025
624,1,588.628,411.389
625,1,620.897,417.875
626,1,620.892,411.305
627,1,614.177,417.772
628,1,620.787,418.205
629,1,627.095,418.354
630,1,633.272,411.71
631,1,633.71,417.431
632,1,633.382,418.513
633,1,633.505,417.129
634,1,633.797,417.923
635,1,633.823,423.635
636,1,639.77,424.388
637,1,639.926,418.359
